# blastp
# Iteration: 0
# Query: ParA (Hneap_2335)
# RID: 6VN1S420016
# Database: refseq_select_prot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
ParA	WP_012825176.1	100.000	259	0	0	1	259	1	259	0.0	523	100.00
ParA	WP_156575238.1	71.595	257	73	0	1	257	1	257	5.62e-136	392	87.16
ParA	WP_109014930.1	60.081	248	99	0	5	252	4	251	1.04e-109	324	81.45
ParA	WP_124703727.1	61.265	253	98	0	1	253	1	253	1.44e-109	324	79.45
ParA	WP_125181295.1	60.938	256	100	0	1	256	1	256	4.58e-109	323	77.73
ParA	WP_123236656.1	61.508	252	97	0	5	256	4	255	6.36e-109	323	78.57
ParA	WP_023507064.1	61.905	252	96	0	1	252	1	252	1.89e-108	321	78.57
ParA	WP_013031111.1	61.265	253	98	0	1	253	1	253	3.89e-108	320	77.87
ParA	WP_190274907.1	60.714	252	99	0	1	252	1	252	8.67e-108	320	78.97
ParA	WP_025041510.1	61.111	252	98	0	1	252	1	252	1.29e-107	319	78.57
ParA	WP_011635409.1	58.893	253	104	0	1	253	1	253	1.57e-107	318	79.84
ParA	WP_011382040.1	61.111	252	98	0	1	252	1	252	2.11e-107	319	78.17
ParA	WP_190274952.1	58.175	263	104	2	1	258	1	262	1.22e-106	317	77.95
ParA	WP_187287249.1	58.333	252	105	0	1	252	1	252	1.33e-106	317	78.57
ParA	WP_124946816.1	59.200	250	102	0	1	250	1	250	1.58e-106	316	79.20
ParA	WP_053938439.1	60.317	252	100	0	1	252	1	252	4.80e-106	315	78.97
ParA	WP_147069521.1	60.079	253	101	0	1	253	1	253	1.10e-105	314	77.87
ParA	WP_101894455.1	58.203	256	106	1	1	256	1	255	2.07e-105	314	78.12
ParA	WP_195742222.1	60.317	252	100	0	1	252	1	252	2.20e-105	313	76.59
ParA	WP_126463937.1	58.594	256	106	0	1	256	1	256	4.46e-105	313	77.34
ParA	WP_133130172.1	59.055	254	103	1	1	254	1	253	7.42e-105	312	77.95
ParA	WP_045097167.1	60.317	252	99	1	1	252	1	251	7.91e-105	312	76.98
ParA	WP_050660530.1	55.294	255	114	0	1	255	1	255	1.23e-104	312	77.65
ParA	WP_126756113.1	55.118	254	114	0	1	254	1	254	1.60e-104	311	76.77
ParA	WP_028499250.1	59.144	257	105	0	1	257	1	257	1.89e-104	311	75.88
ParA	WP_176755289.1	57.540	252	107	0	1	252	1	252	1.95e-104	311	77.38
ParA	WP_011112936.1	57.312	253	108	0	1	253	1	253	2.57e-104	310	78.66
ParA	WP_121853205.1	55.469	256	114	0	1	256	1	256	2.75e-104	310	75.78
ParA	WP_106694604.1	57.937	252	106	0	1	252	1	252	2.97e-104	311	77.38
ParA	WP_179212092.1	59.921	252	101	0	1	252	1	252	3.35e-104	310	76.19
ParA	WP_089169738.1	59.144	257	105	0	1	257	1	257	5.52e-104	310	75.49
ParA	WP_090287981.1	58.964	251	103	0	1	251	1	251	5.65e-104	310	76.89
ParA	WP_081607240.1	59.144	257	105	0	1	257	1	257	6.08e-104	310	76.65
ParA	WP_126803811.1	53.668	259	120	0	1	259	1	259	6.72e-104	310	75.68
