# tblastn
# Iteration: 0
# Query: FlhG
# RID: 7KJXS34G013
# Database: ref_prok_rep_genomes
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames
# 25 hits found
FlhG	NZ_JACHGY010000001.1	41.518	224	127	2	85	308	3012512	3013171	2.39e-33	135	59.38	0/2
FlhG	NZ_CP019791.1	37.083	240	144	3	85	324	1833903	1833205	4.81e-33	134	57.08	0/-1
FlhG	NZ_CP037421.1	36.179	246	152	2	85	330	6597858	6597136	9.79e-28	118	51.22	0/-3
FlhG	NC_019892.1	37.557	221	134	2	85	305	9398836	9398186	3.25e-27	117	57.47	0/-2
FlhG	NZ_CP043930.1	37.500	224	135	2	85	308	4728765	4728109	4.65e-27	116	54.46	0/-3
FlhG	NZ_VTSR01000017.1	36.607	224	137	2	85	308	213210	213866	1.12e-26	115	53.57	0/3
FlhG	NZ_CP037452.1	35.747	221	137	2	85	305	6421411	6420764	3.11e-26	114	53.39	0/-1
FlhG	NZ_CP037920.1	36.199	221	136	2	85	305	1333423	1334070	3.97e-26	114	54.30	0/1
FlhG	NZ_SJPG01000001.1	35.747	221	136	3	85	305	5146585	5145941	3.14e-25	111	54.75	0/-2
FlhG	NZ_CP036269.1	36.652	221	135	3	85	305	6456306	6455659	8.85e-25	109	52.94	0/-3
FlhG	NZ_CP036353.1	35.349	215	134	2	91	305	6413097	6412468	1.85e-23	105	52.56	0/-3
FlhG	NZ_JACHEL010000017.1	36.937	222	134	4	85	305	15700	15050	2.22e-23	105	52.25	0/-1
FlhG	NZ_CP036343.1	32.917	240	156	2	91	330	6599203	6598499	5.39e-23	104	50.00	0/-1
FlhG	NZ_SJPP01000003.1	32.083	240	157	3	85	324	244759	244058	3.75e-21	99.0	48.75	0/-3
FlhG	NZ_CP036276.1	33.482	224	145	2	85	308	4461403	4460744	7.53e-21	98.2	49.55	0/-2
FlhG	NZ_CP036281.1	31.250	224	149	3	85	308	118304	117648	9.86e-19	91.7	50.89	0/-1
FlhG	NZ_CP036316.1	30.357	224	151	2	85	308	4783594	4782938	1.46e-15	82.0	48.21	0/-2
FlhG	NC_015174.1	31.188	202	133	3	85	286	1653577	1654164	3.35e-15	81.3	52.97	0/1
FlhG	NZ_LYDR01000099.1	31.658	199	121	6	85	278	29234	28668	3.96e-12	71.6	51.76	0/-1
FlhG	NZ_CP036299.1	29.825	228	144	7	85	307	2239952	2239302	7.76e-12	70.9	49.12	0/-3
FlhG	NC_014148.1	29.386	228	145	7	85	307	1449613	1450263	1.20e-11	70.1	48.68	0/1
FlhG	NZ_JH636435.1	30.488	246	160	6	85	328	3244794	3244084	5.42e-11	68.2	45.93	0/-3
FlhG	NZ_CP036426.1	31.441	229	147	3	85	308	8154613	8153942	1.09e-09	63.9	47.60	0/-3
FlhG	NZ_RYZH01000067.1	31.278	227	145	4	85	305	21351	20686	4.45e-07	55.8	47.14	0/-2
FlhG	NC_013720.1	25.989	177	126	3	85	260	4644885	4644367	2.37e-05	50.4	49.72	0/-3


