# tblastn
# Iteration: 0
# Query: FlhG
# RID: 7KKJ171H013
# Database: ref_prok_rep_genomes
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames
# 54 hits found
FlhG	NC_012526.1	27.919	197	130	5	85	278	2550312	2549749	6.66e-08	57.0	48.73	0/-2
FlhG	NZ_BMPP01000017.1	27.411	197	131	5	85	278	48378	47815	1.81e-07	55.8	49.24	0/-3
FlhG	NZ_BMOE01000005.1	27.411	197	131	5	85	278	158587	159150	2.53e-07	55.5	48.73	0/1
FlhG	NZ_NHMK01000014.1	26.904	197	132	5	85	278	3899	3336	4.17e-07	54.7	49.24	0/-2
FlhG	NC_017790.1	25.888	197	134	5	85	278	533044	533607	5.78e-07	54.3	49.24	0/1
FlhG	NZ_BMQO01000006.1	26.904	197	132	5	85	278	6956	6393	6.29e-07	53.9	48.73	0/-2
FlhG	NZ_BMQM01000018.1	26.904	197	132	5	85	278	6883	6320	6.44e-07	53.9	48.73	0/-1
FlhG	NC_014958.1	27.919	197	130	5	85	278	1081767	1082330	6.89e-07	53.9	47.21	0/3
FlhG	NZ_JQKG01000005.1	27.039	233	156	7	85	314	191451	192116	1.08e-06	53.1	46.78	0/3
FlhG	NZ_BMHJ01000015.1	26.904	197	132	5	85	278	93891	94454	1.14e-06	53.1	48.22	0/3
FlhG	NZ_CP011389.1	26.904	197	132	5	85	278	2141010	2140447	1.14e-06	53.1	48.22	0/-3
FlhG	NZ_BCMS01000001.1	26.904	197	132	5	85	278	2991226	2991789	1.29e-06	53.1	48.22	0/1
FlhG	NZ_CP013910.1	26.904	197	132	5	85	278	2915180	2915743	1.34e-06	53.1	47.72	0/2
FlhG	NZ_BMQG01000005.1	26.904	197	132	5	85	278	18588	18025	1.51e-06	52.8	48.22	0/-1
FlhG	NZ_WVHK01000025.1	26.904	197	132	5	85	278	11526	10963	1.63e-06	52.8	48.22	0/-1
FlhG	NZ_BMQL01000002.1	26.904	197	132	5	85	278	102662	103225	2.94e-06	52.0	49.75	0/2
FlhG	NZ_BMOR01000011.1	27.411	197	131	5	85	278	53454	52891	3.58e-06	51.6	47.72	0/-3
FlhG	NZ_BNAJ01000008.1	26.904	197	132	5	85	278	78808	79371	3.62e-06	51.6	48.22	0/1
