# blastp
# Iteration: 0
# Query: VirC1-like (Hneap_1669)
# RID: 6W2VMNKR01R
# Database: refseq_select_prot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 250 hits found
VirC1-like	WP_012824528.1	100.000	267	0	0	1	267	1	267	0.0	540	100.00
VirC1-like	WP_012777719.1	34.043	235	147	3	2	236	3	229	1.71e-40	148	58.72
VirC1-like	WP_150986958.1	35.600	250	143	7	3	248	4	239	3.13e-38	142	52.40
VirC1-like	WP_027193553.1	33.603	247	152	6	3	248	5	240	8.52e-34	130	51.82
VirC1-like	WP_144200140.1	34.468	235	145	5	3	236	4	230	6.14e-33	128	51.06
VirC1-like	WP_035534248.1	34.800	250	146	9	3	248	4	240	5.12e-31	123	51.60
VirC1-like	WP_062798860.1	34.728	239	133	7	3	230	14	240	2.80e-29	119	48.12
VirC1-like	WP_014029267.1	34.274	248	151	7	2	248	4	240	1.01e-26	112	51.61
VirC1-like	WP_054473477.1	30.833	240	152	5	1	234	1	232	4.01e-26	110	50.00
VirC1-like	WP_092320770.1	31.092	238	150	5	2	233	11	240	1.94e-23	105	50.84
VirC1-like	WP_040658664.1	34.742	213	119	5	3	204	4	207	2.71e-23	103	53.05
VirC1-like	WP_014116479.1	34.742	213	119	5	3	204	4	207	6.63e-23	102	52.11
VirC1-like	WP_167074870.1	34.454	238	136	7	1	233	1	223	1.16e-21	99.0	49.58
VirC1-like	WP_012850378.1	30.769	234	153	3	1	234	1	225	5.75e-21	97.1	47.01
VirC1-like	WP_014081344.1	31.780	236	142	6	3	229	4	229	1.57e-20	95.9	49.15
VirC1-like	WP_081577653.1	32.812	192	118	4	1	186	1	187	6.70e-20	95.1	50.00
VirC1-like	WP_138680068.1	32.314	229	143	5	3	224	55	278	8.17e-20	95.5	50.66
VirC1-like	WP_063987035.1	31.020	245	142	8	1	234	1	229	1.04e-19	94.0	50.61
VirC1-like	WP_051282849.1	32.950	261	156	10	3	256	2	250	1.14e-19	93.6	51.34
VirC1-like	WP_158741499.1	30.000	260	154	7	3	248	4	249	1.34e-19	93.6	47.69
VirC1-like	WP_087236481.1	29.386	228	139	7	3	219	5	221	1.84e-19	93.2	53.07
VirC1-like	WP_067297175.1	30.085	236	152	5	1	234	1	225	1.91e-19	93.2	47.88
VirC1-like	WP_157174876.1	31.707	246	132	7	1	233	1	223	2.46e-19	92.8	47.56
VirC1-like	WP_021922606.1	31.780	236	142	6	3	229	4	229	2.64e-19	92.8	48.73
VirC1-like	WP_136714017.1	29.661	236	147	6	3	229	4	229	2.72e-19	92.8	52.97
VirC1-like	WP_072909371.1	29.839	248	135	9	1	234	1	223	3.24e-19	92.4	47.98
VirC1-like	WP_091531892.1	28.794	257	164	7	1	245	1	250	3.84e-19	92.4	49.03
VirC1-like	WP_071431663.1	31.818	242	156	6	3	240	4	240	5.23e-19	92.0	50.00
VirC1-like	WP_115316498.1	27.426	237	158	5	1	234	1	226	5.61e-19	91.7	49.79
VirC1-like	WP_088572058.1	33.460	263	145	9	1	248	1	248	5.70e-19	92.0	46.01
VirC1-like	WP_092065429.1	32.367	207	114	8	3	192	12	209	8.19e-19	92.0	53.62
VirC1-like	WP_051232073.1	32.751	229	142	5	3	224	55	278	8.35e-19	92.8	49.34
VirC1-like	WP_021250593.1	29.675	246	169	2	1	246	1	242	9.36e-19	91.3	45.12
VirC1-like	WP_022971171.1	37.968	187	92	5	3	176	4	179	1.22e-18	91.3	52.94
VirC1-like	WP_145097884.1	34.500	200	111	8	3	190	4	195	1.28e-18	90.9	55.00
VirC1-like	WP_012520561.1	33.735	249	129	10	1	234	1	228	1.30e-18	90.9	45.78
VirC1-like	WP_106763877.1	32.031	256	154	7	3	248	4	249	1.33e-18	90.9	48.05
VirC1-like	WP_128426929.1	29.183	257	160	8	3	248	4	249	1.38e-18	90.9	50.19
VirC1-like	WP_012939394.1	31.356	236	143	4	3	229	4	229	2.06e-18	90.5	47.88
VirC1-like	WP_135658317.1	32.377	244	140	7	3	234	4	234	2.14e-18	90.5	47.13
VirC1-like	WP_038884864.1	28.689	244	152	7	1	232	1	234	2.15e-18	90.5	49.59
VirC1-like	WP_171186544.1	28.405	257	172	7	1	248	1	254	2.15e-18	90.5	47.47
VirC1-like	WP_101364379.1	37.968	187	92	5	3	176	4	179	2.28e-18	90.5	52.41
VirC1-like	WP_075324061.1	32.489	237	139	10	2	232	3	224	2.52e-18	90.1	53.59
VirC1-like	WP_017461715.1	38.587	184	97	6	3	177	4	180	2.53e-18	90.9	53.26
VirC1-like	WP_042824051.1	38.636	176	91	4	3	170	4	170	2.61e-18	90.5	52.84
VirC1-like	WP_022113200.1	30.932	236	144	6	3	229	4	229	2.95e-18	90.1	48.31
VirC1-like	WP_152826804.1	32.114	246	133	9	3	230	12	241	3.44e-18	90.1	50.81
VirC1-like	WP_064507740.1	38.202	178	89	4	3	170	4	170	3.65e-18	90.1	52.25
VirC1-like	WP_091842632.1	31.837	245	136	9	1	234	1	225	3.65e-18	89.7	50.20
VirC1-like	WP_007070274.1	30.224	268	144	10	2	248	3	248	3.72e-18	89.7	47.39
VirC1-like	WP_067170268.1	29.434	265	166	9	6	257	5	261	3.92e-18	90.1	49.81
VirC1-like	WP_012439448.1	38.202	178	89	4	3	170	4	170	4.21e-18	89.7	52.25
VirC1-like	WP_145124204.1	34.000	200	112	8	3	190	4	195	4.34e-18	89.4	55.00
VirC1-like	WP_065470085.1	38.202	178	89	4	3	170	4	170	4.57e-18	89.7	52.25
VirC1-like	WP_039413394.1	38.202	178	89	4	3	170	4	170	4.91e-18	89.7	52.25
VirC1-like	WP_155463141.1	28.244	262	162	8	6	251	5	256	5.11e-18	89.4	47.71
VirC1-like	WP_198159409.1	29.134	254	158	5	1	246	2	241	5.28e-18	89.4	46.06
VirC1-like	WP_105326636.1	29.688	256	160	6	3	248	4	249	5.35e-18	89.4	49.22
VirC1-like	WP_029820813.1	38.202	178	89	4	3	170	4	170	5.44e-18	89.4	52.25
VirC1-like	WP_005914407.1	38.202	178	89	4	3	170	4	170	5.50e-18	89.4	52.25
VirC1-like	WP_104588895.1	38.202	178	89	4	3	170	4	170	5.55e-18	89.4	52.25
VirC1-like	WP_005995574.1	38.202	178	89	4	3	170	4	170	5.67e-18	89.4	52.25
VirC1-like	WP_104584936.1	38.202	178	89	4	3	170	4	170	5.67e-18	89.4	52.25
VirC1-like	WP_064632635.1	38.202	178	89	4	3	170	4	170	5.90e-18	89.4	52.25
VirC1-like	WP_006448973.1	38.202	178	89	4	3	170	4	170	5.90e-18	89.4	52.25
VirC1-like	WP_104617279.1	38.202	178	89	4	3	170	4	170	5.96e-18	89.4	52.25
VirC1-like	WP_016901957.1	38.202	178	89	4	3	170	4	170	6.02e-18	89.4	52.25
VirC1-like	WP_104605531.1	38.202	178	89	4	3	170	4	170	6.02e-18	89.4	52.25
VirC1-like	WP_046964673.1	38.202	178	89	4	3	170	4	170	6.21e-18	89.4	52.25
VirC1-like	WP_093277152.1	29.268	246	148	7	1	232	1	234	6.21e-18	89.4	48.37
VirC1-like	WP_010374718.1	38.202	178	89	4	3	170	4	170	6.34e-18	89.4	52.25
VirC1-like	WP_076585428.1	28.629	248	147	8	1	232	1	234	6.36e-18	89.4	47.18
VirC1-like	WP_027314235.1	30.233	258	159	9	3	248	2	250	6.56e-18	89.0	48.06
VirC1-like	WP_170212015.1	29.796	245	143	6	1	229	1	232	6.80e-18	89.4	48.57
VirC1-like	WP_095066664.1	31.518	257	154	7	3	248	4	249	7.16e-18	89.0	47.08
VirC1-like	WP_136636097.1	33.198	247	129	13	3	230	12	241	7.35e-18	89.4	53.44
VirC1-like	WP_149298203.1	28.295	258	161	5	6	248	7	255	7.89e-18	89.0	48.84
VirC1-like	WP_145146092.1	29.339	242	151	6	1	234	1	230	8.07e-18	89.0	49.59
VirC1-like	WP_020211048.1	26.749	243	162	5	5	242	5	236	8.16e-18	89.0	48.97
VirC1-like	WP_136683092.1	30.534	262	153	9	3	248	12	260	8.21e-18	89.0	49.62
VirC1-like	WP_142854258.1	33.891	239	138	9	3	230	12	241	8.50e-18	89.0	51.46
VirC1-like	WP_128810447.1	28.689	244	152	7	1	232	1	234	8.73e-18	89.0	49.18
VirC1-like	WP_004058270.1	27.734	256	165	7	3	248	4	249	9.09e-18	88.6	49.22
VirC1-like	WP_133613822.1	37.423	163	90	3	4	160	1	157	9.91e-18	88.6	52.15
VirC1-like	WP_205944892.1	35.749	207	115	6	3	203	11	205	1.02e-17	89.0	50.24
VirC1-like	WP_176764254.1	32.400	250	150	11	3	248	2	236	1.17e-17	88.2	50.00
VirC1-like	WP_188040884.1	34.034	238	136	5	2	229	3	229	1.22e-17	88.2	46.64
VirC1-like	WP_038872059.1	29.388	245	149	8	1	232	1	234	1.30e-17	88.2	48.57
VirC1-like	WP_007862599.1	29.876	241	140	8	3	229	4	229	1.38e-17	88.2	48.96
VirC1-like	WP_026390738.1	30.508	236	124	8	3	217	4	220	1.39e-17	88.2	49.15
VirC1-like	WP_006906593.1	29.297	256	158	9	3	248	4	246	1.41e-17	88.2	48.83
VirC1-like	WP_134680902.1	31.064	235	148	7	3	231	6	232	1.43e-17	88.2	51.06
VirC1-like	WP_058486387.1	30.502	259	154	8	3	248	4	249	1.44e-17	88.2	45.95
VirC1-like	WP_038117574.1	31.518	257	154	7	3	248	4	249	1.45e-17	88.2	47.08
VirC1-like	WP_026392029.1	31.298	262	146	11	3	248	4	247	1.51e-17	88.2	50.76
