# tblastn
# Iteration: 0
# Query: MinD
# RID: 7KNH53HH013
# Database: ref_prok_rep_genomes
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames
# 795 hits found
MinD	NZ_LR134313.1	77.122	271	60	2	1	270	1137212	1136403	4.25e-124	395	88.93	0/-2
MinD	NZ_QETA01000001.1	77.778	270	60	0	1	270	542170	541361	8.43e-124	394	86.30	0/-2
MinD	NZ_CP007446.1	76.753	271	62	1	1	270	382393	381581	9.66e-124	394	87.82	0/-1
MinD	NZ_CP059565.1	76.753	271	61	2	1	270	1187474	1186665	1.45e-123	394	88.93	0/-1
MinD	NZ_HG916765.1	76.667	270	63	0	1	270	3164806	3165615	1.60e-123	394	86.67	0/1
MinD	NZ_CP031699.1	77.206	272	59	2	1	270	854405	855217	2.03e-123	393	87.87	0/2
MinD	NZ_UGQS01000002.1	76.838	272	60	2	1	270	1107973	1108785	2.72e-123	393	87.87	0/1
MinD	NZ_CP013119.1	76.667	270	63	0	1	270	1510611	1511420	3.39e-123	392	88.15	0/3
MinD	NZ_SDQE01000008.1	76.296	270	64	0	1	270	70209	71018	4.10e-123	392	87.41	0/3
MinD	NZ_CP022390.1	76.667	270	63	0	1	270	2473788	2474597	4.99e-123	392	88.15	0/3
MinD	NZ_CP059567.1	77.491	271	59	2	1	270	2216565	2217374	6.67e-123	392	87.45	0/3
MinD	NZ_RBID01000018.1	74.815	270	68	0	1	270	148283	149092	6.72e-123	392	87.78	0/2
MinD	NZ_BMYW01000015.1	74.815	270	68	0	1	270	35728	34919	8.38e-123	391	87.78	0/-1
MinD	NZ_CP046027.1	76.838	272	60	2	1	270	970236	971048	1.31e-122	391	87.13	0/3
MinD	NZ_SHKO01000001.1	75.556	270	66	0	1	270	1605043	1604234	1.50e-122	390	87.41	0/-1
MinD	NC_017964.1	75.556	270	66	0	1	270	1391236	1390427	1.62e-122	390	87.41	0/-2
MinD	NZ_CP003915.1	75.556	270	66	0	1	270	3061312	3062121	2.15e-122	390	87.41	0/1
MinD	NZ_BCWN01000006.1	75.556	270	66	0	1	270	91313	92122	2.70e-122	390	86.30	0/2
MinD	NZ_GL985618.1	76.587	252	56	2	21	270	36646	35894	4.23e-122	389	85.71	0/-3
MinD	NZ_PXYY01000005.1	76.471	272	61	2	1	270	23831	23019	6.66e-122	389	87.13	0/-1
MinD	NZ_JACHHM010000004.1	75.556	270	66	0	1	270	255967	256776	7.54e-122	389	87.78	0/1
MinD	NZ_LS483369.1	77.206	272	59	2	1	270	1705427	1706239	8.73e-122	389	86.76	0/2
MinD	NZ_FQXE01000006.1	75.926	270	65	0	1	270	78720	77911	9.33e-122	389	86.67	0/-1
MinD	NZ_LR134516.1	76.384	271	62	2	1	270	2065744	2064935	9.71e-122	388	87.82	0/-3
MinD	NZ_CP031253.1	77.206	272	59	2	1	270	1900439	1899627	1.30e-121	388	86.76	0/-2
MinD	NZ_FNNH01000012.1	77.778	270	58	2	1	270	67669	68472	1.66e-121	388	87.78	0/1
MinD	NZ_LT906482.1	76.015	271	63	2	1	270	531097	531906	1.82e-121	387	88.19	0/1
MinD	NZ_QQHX01000005.1	77.206	272	59	2	1	270	77249	78061	1.96e-121	387	86.40	0/2
MinD	NZ_CP031325.1	77.206	272	59	2	1	270	926318	925506	1.97e-121	387	86.40	0/-1
MinD	NZ_CP012028.1	77.206	272	59	2	1	270	1065277	1066089	1.97e-121	387	86.40	0/1
MinD	NZ_RQXU01000013.1	72.963	270	73	0	1	270	61422	62231	2.26e-121	387	87.78	0/3
MinD	NZ_NQOU01000001.1	75.926	270	65	0	1	270	712804	713613	2.60e-121	387	86.67	0/1
MinD	NZ_CP021520.1	76.838	272	60	2	1	270	1716751	1715939	3.04e-121	387	86.03	0/-3
MinD	NZ_BMYP01000004.1	74.074	270	70	0	1	270	35055	34246	3.08e-121	387	87.41	0/-2
MinD	NZ_BMZN01000002.1	75.185	270	67	0	1	270	522987	522178	3.10e-121	387	88.15	0/-2
MinD	NZ_SMBX01000004.1	75.556	270	66	0	1	270	162278	161469	3.28e-121	387	86.67	0/-3
MinD	NZ_BMYS01000025.1	74.815	270	68	0	1	270	16147	16956	3.72e-121	387	87.41	0/1
MinD	NZ_JQKE01000033.1	75.646	271	65	1	1	270	8236	9048	3.80e-121	387	87.45	0/1
MinD	NZ_RCZJ01000002.1	73.333	270	72	0	1	270	1159882	1159073	4.65e-121	386	86.30	0/-1
MinD	NZ_LT841147.1	75.299	251	60	2	21	270	16260	17009	5.32e-121	386	86.45	0/3
MinD	NZ_CP058554.1	73.606	269	71	0	1	269	429042	428236	5.48e-121	386	86.25	0/-2
MinD	NZ_LR134533.1	75.646	271	64	2	1	270	1068133	1068942	5.98e-121	386	87.82	0/1
MinD	NZ_JUFZ01000028.1	75.794	252	58	2	21	270	21711	22463	6.79e-121	386	84.52	0/3
