# blastp
# Iteration: 0
# Query: ParC (Hneap_0722)
# RID: 6TN2PDZV013
# Database: refseq_select_prot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
ParC	WP_012823607.1	100.000	284	0	0	1	284	1	284	0.0	576	100.00
ParC	WP_156227934.1	73.016	252	68	0	1	252	1	252	1.74e-137	397	87.30
ParC	WP_070072238.1	61.868	257	98	0	1	257	1	257	5.09e-109	324	77.43
ParC	WP_012637913.1	58.935	263	107	1	1	263	1	262	1.26e-108	323	76.43
ParC	WP_127477494.1	60.920	261	89	2	1	256	1	253	1.50e-108	322	77.39
ParC	WP_125180107.1	61.798	267	98	3	2	266	3	267	1.04e-106	318	75.66
ParC	WP_065089273.1	58.175	263	110	0	1	263	1	263	3.89e-104	311	75.67
ParC	WP_014708090.1	58.661	254	105	0	1	254	1	254	3.83e-103	309	74.41
ParC	WP_077278087.1	56.061	264	115	1	1	264	1	263	5.60e-103	308	75.38
ParC	WP_029135175.1	59.524	252	102	0	1	252	1	252	1.05e-102	308	75.40
ParC	WP_046859116.1	56.391	266	115	1	1	265	1	266	1.50e-102	307	75.19
ParC	WP_132972953.1	57.143	266	113	1	1	265	1	266	1.20e-101	305	75.56
ParC	WP_069294988.1	57.692	260	110	0	1	260	1	260	6.42e-101	303	73.08
ParC	WP_167782685.1	57.197	264	111	2	1	264	1	262	2.43e-100	302	72.73
ParC	WP_096410121.1	55.515	272	108	2	1	267	1	264	2.90e-100	301	71.32
ParC	WP_005333024.1	59.600	250	98	2	1	249	1	248	5.77e-100	301	75.60
ParC	WP_093427382.1	55.859	256	113	0	1	256	1	256	5.96e-100	301	74.22
ParC	WP_091640014.1	58.015	262	108	2	1	262	1	260	7.42e-100	301	72.14
ParC	WP_011813283.1	57.031	256	108	1	1	256	1	254	1.49e-99	300	74.61
ParC	WP_126453826.1	53.817	262	121	0	1	262	1	262	2.85e-99	299	72.90
ParC	WP_050719409.1	59.127	252	102	1	1	252	1	251	3.77e-99	299	74.60
ParC	WP_043761965.1	59.600	250	98	2	1	249	1	248	4.07e-99	299	75.20
ParC	WP_100860341.1	59.127	252	102	1	1	252	1	251	5.78e-99	298	74.60
ParC	WP_042652588.1	59.438	249	100	1	1	249	1	248	8.19e-99	298	75.10
ParC	WP_010673940.1	59.600	250	98	2	1	249	1	248	8.84e-99	298	75.20
ParC	WP_042076855.1	59.200	250	99	2	1	249	1	248	1.63e-98	297	75.20
ParC	WP_033130832.1	59.036	249	101	1	1	249	1	248	1.96e-98	297	74.70
ParC	WP_005334696.1	58.800	250	100	2	1	249	1	248	3.04e-98	296	74.40
ParC	WP_006786140.1	53.612	263	122	0	1	263	1	263	3.04e-98	296	73.00
